,Neighborhood,Year Built,SalePrice,SalePriceUSD
1341,BrkSide,1946,79000,"$79,000"
1342,BrkSide,1929,123000,"$123,000"
1343,BrkSide,1945,81300,"$81,300"
1344,BrkSide,1930,162900,"$162,900"
1345,BrkSide,1939,150000,"$150,000"
1346,OldTown,1923,123500,"$123,500"
1347,OldTown,1931,129900,"$129,900"
1348,BrkSide,1920,128000,"$128,000"
1349,BrkSide,1927,68500,"$68,500"
1350,BrkSide,1948,127000,"$127,000"
1351,BrkSide,1923,207000,"$207,000"
1352,BrkSide,1925,184000,"$184,000"
1353,BrkSide,1915,162500,"$162,500"
1354,BrkSide,1940,145000,"$145,000"
1355,BrkSide,1918,130000,"$130,000"
1356,OldTown,1910,160000,"$160,000"
1357,OldTown,1925,161000,"$161,000"
1358,OldTown,1910,127500,"$127,500"
1359,IDOTRR,1930,93850,"$93,850"
1360,IDOTRR,1952,136000,"$136,000"
1361,IDOTRR,1938,141000,"$141,000"
1362,IDOTRR,1915,120000,"$120,000"
1363,IDOTRR,1925,127500,"$127,500"
1364,IDOTRR,1925,127000,"$127,000"
1365,IDOTRR,1920,89500,"$89,500"
1366,OldTown,1955,125000,"$125,000"
1367,OldTown,1920,79900,"$79,900"
1368,IDOTRR,1912,85000,"$85,000"
1369,IDOTRR,1915,82375,"$82,375"
1370,IDOTRR,1906,135000,"$135,000"
1371,Sawyer,1947,124000,"$124,000"
1372,Sawyer,1968,134000,"$134,000"
1373,Sawyer,1948,135000,"$135,000"
1374,ClearCr,1959,134432,"$134,432"
1375,Edwards,1940,127500,"$127,500"
1376,Sawyer,1963,148000,"$148,000"
1377,Sawyer,1965,129500,"$129,500"
1378,Sawyer,1978,157500,"$157,500"
1379,Sawyer,1966,109900,"$109,900"
1380,Sawyer,1967,145000,"$145,000"
1381,Sawyer,1967,130000,"$130,000"
1382,Sawyer,1978,153000,"$153,000"
1383,Sawyer,1967,120000,"$120,000"
1384,Sawyer,1984,152000,"$152,000"
1385,Sawyer,1969,108959,"$108,959"
1386,Sawyer,1920,95541,"$95,541"
1387,Sawyer,1959,80000,"$80,000"
1388,Sawyer,1966,149350,"$149,350"
1389,Sawyer,1963,144900,"$144,900"
1390,Sawyer,1956,185000,"$185,000"
1391,Sawyer,1954,165000,"$165,000"
1392,ClearCr,1960,235000,"$235,000"
1393,Sawyer,1958,140000,"$140,000"
1394,Sawyer,1940,108000,"$108,000"
1395,ClearCr,1960,145000,"$145,000"
1396,Sawyer,1941,152400,"$152,400"
1397,Sawyer,1970,144000,"$144,000"
1398,ClearCr,1996,173000,"$173,000"
1399,ClearCr,1977,192000,"$192,000"
1400,ClearCr,1979,245000,"$245,000"
1401,ClearCr,1954,241500,"$241,500"
1402,ClearCr,1954,256000,"$256,000"
1403,Edwards,1959,177000,"$177,000"
1404,Edwards,1948,125600,"$125,600"
1405,Edwards,1953,155000,"$155,000"
1406,ClearCr,1908,240000,"$240,000"
1407,Edwards,1940,260000,"$260,000"
1408,Edwards,1918,185000,"$185,000"
1409,Edwards,1935,235000,"$235,000"
1410,Edwards,1956,159900,"$159,900"
1411,Edwards,1975,99600,"$99,600"
1412,Edwards,1962,134500,"$134,500"
1413,Edwards,1900,119000,"$119,000"
1414,Edwards,1910,107500,"$107,500"
1415,Edwards,1950,125000,"$125,000"
1416,Edwards,1924,79000,"$79,000"
1417,Edwards,1941,95000,"$95,000"
1418,SawyerW,1990,262280,"$262,280"
1419,SawyerW,1995,260000,"$260,000"
1420,SawyerW,1994,226500,"$226,500"
1421,SawyerW,1993,225000,"$225,000"
1422,SawyerW,1996,229000,"$229,000"
1423,CollgCr,2007,177439,"$177,439"
1424,CollgCr,2007,248500,"$248,500"
1425,CollgCr,2008,475000,"$475,000"
1426,CollgCr,2008,395039,"$395,039"
1427,SawyerW,1993,228000,"$228,000"
1428,SawyerW,1995,225000,"$225,000"
1429,ClearCr,1966,195000,"$195,000"
1430,ClearCr,1997,200000,"$200,000"
1431,CollgCr,1994,155000,"$155,000"
1432,CollgCr,1995,144000,"$144,000"
1433,CollgCr,1994,145000,"$145,000"
1434,CollgCr,1997,226001,"$226,001"
1435,CollgCr,1997,215700,"$215,700"
1436,CollgCr,2000,207500,"$207,500"
1437,CollgCr,1999,193000,"$193,000"
1438,CollgCr,1998,188000,"$188,000"
1439,CollgCr,1999,191000,"$191,000"
1440,CollgCr,2002,221000,"$221,000"
1441,CollgCr,2001,231500,"$231,500"
1442,CollgCr,2000,235000,"$235,000"
1443,CollgCr,2001,223500,"$223,500"
1444,CollgCr,1975,130250,"$130,250"
1445,CollgCr,1977,149900,"$149,900"
1446,CollgCr,1978,158000,"$158,000"
1447,CollgCr,1978,147000,"$147,000"
1448,CollgCr,1975,143195,"$143,195"
1449,CollgCr,1975,163000,"$163,000"
1450,CollgCr,1975,110000,"$110,000"
1451,CollgCr,1972,127000,"$127,000"
1452,CollgCr,1972,124900,"$124,900"
1453,CollgCr,2002,230000,"$230,000"
1454,CollgCr,2002,237000,"$237,000"
1455,CollgCr,2000,235000,"$235,000"
1456,CollgCr,2001,230500,"$230,500"
1457,CollgCr,1999,230000,"$230,000"
1458,CollgCr,1998,222500,"$222,500"
1459,CollgCr,2001,287000,"$287,000"
1460,CollgCr,2001,274000,"$274,000"
1461,CollgCr,2002,300000,"$300,000"
1462,CollgCr,2002,255900,"$255,900"
1463,CollgCr,2003,224900,"$224,900"
1464,CollgCr,2003,240000,"$240,000"
1465,CollgCr,2003,183000,"$183,000"
1466,CollgCr,1999,207000,"$207,000"
1467,CollgCr,1994,210000,"$210,000"
1468,CollgCr,2003,136500,"$136,500"
1469,CollgCr,2004,145000,"$145,000"
1470,CollgCr,1997,208900,"$208,900"
1471,CollgCr,1997,185000,"$185,000"
1472,CollgCr,2002,214000,"$214,000"
1473,CollgCr,2003,208500,"$208,500"
1474,CollgCr,2004,186500,"$186,500"
1475,CollgCr,2004,210000,"$210,000"
1476,CollgCr,2004,185900,"$185,900"
1477,CollgCr,2007,179900,"$179,900"
1478,CollgCr,2007,218836,"$218,836"
1479,CollgCr,2007,193000,"$193,000"
1480,CollgCr,2005,189000,"$189,000"
1481,CollgCr,2004,149300,"$149,300"
1482,CollgCr,2004,141000,"$141,000"
1483,CollgCr,2004,149000,"$149,000"
1484,CollgCr,2004,144500,"$144,500"
1485,Edwards,1910,85000,"$85,000"
1486,Edwards,1900,145900,"$145,900"
1487,Edwards,1966,123000,"$123,000"
1488,Edwards,1965,147500,"$147,500"
1489,Edwards,1976,165000,"$165,000"
1490,Edwards,1976,135000,"$135,000"
1491,Edwards,1940,108000,"$108,000"
1492,Edwards,1972,137500,"$137,500"
1493,Edwards,2003,165400,"$165,400"
1494,Edwards,1977,147000,"$147,000"
1495,Edwards,1976,160500,"$160,500"
1496,Edwards,2005,176000,"$176,000"
1497,Edwards,1959,284700,"$284,700"
1498,Edwards,2008,160000,"$160,000"
1499,Edwards,2005,148000,"$148,000"
1500,Edwards,1955,82000,"$82,000"
1501,Edwards,1955,82000,"$82,000"
1502,Edwards,1955,118000,"$118,000"
1503,Edwards,1955,82500,"$82,500"
1504,Edwards,1955,91900,"$91,900"
1505,Edwards,1938,120000,"$120,000"
1506,Edwards,1947,96000,"$96,000"
1507,Edwards,1953,99000,"$99,000"
1508,Edwards,1946,130500,"$130,500"
1509,Edwards,1954,135000,"$135,000"
1510,Edwards,1955,135500,"$135,500"
1511,Edwards,1954,100000,"$100,000"
1512,Edwards,1923,108000,"$108,000"
1513,Edwards,1925,98000,"$98,000"
1514,Edwards,1914,67000,"$67,000"
1515,SWISU,1912,135900,"$135,900"
1516,SWISU,1925,140000,"$140,000"
1517,SWISU,1939,179500,"$179,500"
1518,SWISU,1925,136500,"$136,500"
1519,SWISU,1921,168000,"$168,000"
1520,SWISU,1911,130000,"$130,000"
1521,SWISU,1921,189000,"$189,000"
1522,SWISU,1930,161900,"$161,900"
1523,Crawfor,1926,145000,"$145,000"
1524,Crawfor,1922,191000,"$191,000"
1525,Crawfor,1915,177000,"$177,000"
1526,Crawfor,1914,147500,"$147,500"
1527,SWISU,1930,91000,"$91,000"
1528,Crawfor,1925,231000,"$231,000"
1529,SWISU,1936,115000,"$115,000"
1530,Crawfor,1923,138000,"$138,000"
1531,Crawfor,1931,149000,"$149,000"
1532,Crawfor,1934,188700,"$188,700"
1533,Crawfor,1937,198000,"$198,000"
1534,Crawfor,1938,110000,"$110,000"
1535,Crawfor,1951,104000,"$104,000"
1536,Crawfor,1935,257076,"$257,076"
1537,Crawfor,1935,381000,"$381,000"
1538,Crawfor,1939,311500,"$311,500"
1539,Crawfor,1950,263400,"$263,400"
1540,Crawfor,1956,236500,"$236,500"
1541,Crawfor,1954,224000,"$224,000"
1542,Blueste,1980,116500,"$116,500"
1543,Blueste,1980,151000,"$151,000"
1544,IDOTRR,1926,126000,"$126,000"
1545,IDOTRR,1940,120000,"$120,000"
1546,IDOTRR,1922,55000,"$55,000"
1547,IDOTRR,1930,120500,"$120,500"
1548,IDOTRR,1940,120500,"$120,500"
1549,IDOTRR,1930,119000,"$119,000"
1550,IDOTRR,1967,126000,"$126,000"
1551,IDOTRR,1930,99500,"$99,500"
1552,IDOTRR,1958,165500,"$165,500"
1553,IDOTRR,1952,13100,"$13,100"
1554,IDOTRR,1895,89000,"$89,000"
1555,IDOTRR,1920,40000,"$40,000"
1556,IDOTRR,1910,80900,"$80,900"
1557,IDOTRR,1935,81000,"$81,000"
1558,IDOTRR,1920,65000,"$65,000"
1559,Crawfor,2008,392500,"$392,500"
1560,Crawfor,2007,294464,"$294,464"
1561,Crawfor,2004,250000,"$250,000"
1562,Crawfor,2004,275000,"$275,000"
1563,Mitchel,1996,300000,"$300,000"
1564,Mitchel,2002,271000,"$271,000"
1565,Mitchel,1996,213000,"$213,000"
1566,Mitchel,1977,171000,"$171,000"
1567,Mitchel,1977,171500,"$171,500"
1568,Mitchel,1976,100000,"$100,000"
1569,Mitchel,1991,228500,"$228,500"
1570,Timber,1965,228950,"$228,950"
1571,Timber,1986,241500,"$241,500"
1572,Timber,1976,287000,"$287,000"
1573,Timber,2006,294000,"$294,000"
1574,Timber,2007,293077,"$293,077"
1575,Timber,2007,264966,"$264,966"
1576,Timber,2006,172500,"$172,500"
1577,Timber,2006,167500,"$167,500"
1578,Timber,2008,218689,"$218,689"
1579,Timber,1989,150000,"$150,000"
1580,Timber,1986,184000,"$184,000"
1581,Timber,1986,180000,"$180,000"
1582,Timber,1988,175000,"$175,000"
1583,Timber,2003,232500,"$232,500"
1584,Timber,1999,195000,"$195,000"
1585,Timber,2003,305000,"$305,000"
1586,Timber,2007,298751,"$298,751"
1587,Timber,2005,370000,"$370,000"
1588,Mitchel,1997,209200,"$209,200"
1589,Mitchel,1997,206300,"$206,300"
1590,Mitchel,2007,146000,"$146,000"
1591,Mitchel,1997,160500,"$160,500"
1592,Mitchel,1964,173000,"$173,000"
1593,MeadowV,1975,124000,"$124,000"
1594,MeadowV,1976,115000,"$115,000"
1595,MeadowV,1976,129500,"$129,500"
1596,MeadowV,1973,105000,"$105,000"
1597,MeadowV,1973,94900,"$94,900"
1598,Mitchel,1968,152500,"$152,500"
1599,MeadowV,1970,98000,"$98,000"
1600,MeadowV,1972,81000,"$81,000"
1601,Mitchel,1954,113000,"$113,000"
1602,Mitchel,1983,128500,"$128,500"
1603,Mitchel,1984,119500,"$119,500"
1604,Mitchel,1982,130500,"$130,500"
1605,Mitchel,1982,138000,"$138,000"
1606,Mitchel,1982,134500,"$134,500"
1607,Mitchel,1940,160000,"$160,000"
1608,Mitchel,1984,137500,"$137,500"
1609,Mitchel,1969,172000,"$172,000"
1610,IDOTRR,1900,103000,"$103,000"
1611,NAmes,1971,167300,"$167,300"
1612,NAmes,1970,167000,"$167,000"
1613,NAmes,1973,244000,"$244,000"
1614,NAmes,1970,268000,"$268,000"
1615,Gilbert,2003,225000,"$225,000"
1616,Gilbert,1995,168000,"$168,000"
1617,Gilbert,1997,177000,"$177,000"
1618,Gilbert,1997,169000,"$169,000"
1619,Gilbert,1997,161500,"$161,500"
1620,StoneBr,2000,251000,"$251,000"
1621,Gilbert,1994,160000,"$160,000"
1622,Gilbert,1999,180000,"$180,000"
1623,Gilbert,1996,178750,"$178,750"
1624,Gilbert,1995,176000,"$176,000"
1625,Gilbert,1999,204000,"$204,000"
1626,Gilbert,1992,160000,"$160,000"
1627,Gilbert,1991,160000,"$160,000"
1628,Gilbert,1992,163900,"$163,900"
1629,Gilbert,1993,168000,"$168,000"
1630,Gilbert,1964,154204,"$154,204"
1631,StoneBr,1986,170000,"$170,000"
1632,StoneBr,1984,207500,"$207,500"
1633,StoneBr,1988,182000,"$182,000"
1634,StoneBr,1990,212000,"$212,000"
1635,StoneBr,2005,377426,"$377,426"
1636,StoneBr,2005,349265,"$349,265"
1637,StoneBr,2006,591587,"$591,587"
1638,Gilbert,1969,155000,"$155,000"
1639,StoneBr,2006,319900,"$319,900"
1640,StoneBr,2007,392000,"$392,000"
1641,StoneBr,2006,441929,"$441,929"
1642,StoneBr,2006,455000,"$455,000"
1643,NWAmes,1981,182900,"$182,900"
1644,NWAmes,1984,174000,"$174,000"
1645,NWAmes,1984,178000,"$178,000"
1646,NWAmes,1981,176000,"$176,000"
1647,NWAmes,1978,213000,"$213,000"
1648,NWAmes,1979,192000,"$192,000"
1649,NWAmes,1977,190000,"$190,000"
1650,NWAmes,1976,195000,"$195,000"
1651,NWAmes,1978,148000,"$148,000"
1652,NWAmes,1984,151500,"$151,500"
1653,NWAmes,1979,197000,"$197,000"
1654,NWAmes,1979,192350,"$192,350"
1655,NWAmes,1969,152000,"$152,000"
1656,NWAmes,1971,170000,"$170,000"
1657,NWAmes,1971,175000,"$175,000"
1658,NWAmes,1968,175000,"$175,000"
1659,NWAmes,1976,197900,"$197,900"
1660,NWAmes,1976,174000,"$174,000"
1661,NWAmes,1974,178900,"$178,900"
1662,NAmes,1971,139000,"$139,000"
1663,NAmes,1971,143250,"$143,250"
1664,NAmes,1972,184000,"$184,000"
1665,NAmes,1970,155000,"$155,000"
1666,NAmes,1970,133000,"$133,000"
1667,NAmes,1971,119500,"$119,500"
1668,NAmes,1971,123000,"$123,000"
1669,NAmes,1971,110000,"$110,000"
1670,NAmes,1961,128000,"$128,000"
1671,NAmes,1971,120500,"$120,500"
1672,NAmes,1998,133000,"$133,000"
1673,NAmes,2001,155000,"$155,000"
1674,NAmes,1997,177000,"$177,000"
1675,BrDale,1973,113500,"$113,500"
1676,BrDale,1973,113000,"$113,000"
1677,BrDale,1973,113700,"$113,700"
1678,BrDale,1970,106000,"$106,000"
1679,BrDale,1971,122500,"$122,500"
1680,NPkVill,1976,128000,"$128,000"
1681,NPkVill,1976,155000,"$155,000"
1682,NPkVill,1978,142500,"$142,500"
1683,NAmes,1966,129250,"$129,250"
1684,NridgHt,2006,356000,"$356,000"
1685,NridgHt,2007,314813,"$314,813"
1686,NridgHt,2007,318000,"$318,000"
1687,NridgHt,2006,322400,"$322,400"
1688,NridgHt,2007,318000,"$318,000"
1689,NridgHt,2007,345474,"$345,474"
1690,NridgHt,2006,415298,"$415,298"
1691,NridgHt,2007,492000,"$492,000"
1692,NridgHt,2006,338931,"$338,931"
1693,NridgHt,2005,450000,"$450,000"
1694,NridgHt,2006,280000,"$280,000"
1695,NridgHt,2007,479069,"$479,069"
1696,NridgHt,2006,395000,"$395,000"
1697,NridgHt,2006,380000,"$380,000"
1698,NridgHt,2006,250000,"$250,000"
1699,NridgHt,2006,440000,"$440,000"
1700,NridgHt,2005,418000,"$418,000"
1701,NridgHt,2007,500067,"$500,067"
1702,NridgHt,2007,260116,"$260,116"
1703,NridgHt,2004,317000,"$317,000"
1704,NridgHt,2007,319500,"$319,500"
1705,NridgHt,2007,325624,"$325,624"
1706,NridgHt,2006,372000,"$372,000"
1707,NridgHt,2004,342000,"$342,000"
1708,NridgHt,2004,354000,"$354,000"
1709,NridgHt,2003,350000,"$350,000"
1710,NridgHt,2003,285000,"$285,000"
1711,NridgHt,2007,281500,"$281,500"
1712,NridgHt,2005,245700,"$245,700"
1713,NridgHt,2005,232698,"$232,698"
1714,NridgHt,2006,250000,"$250,000"
1715,NridgHt,2005,194700,"$194,700"
1716,NridgHt,2005,204000,"$204,000"
1717,NridgHt,2005,200000,"$200,000"
1718,NridgHt,2005,207000,"$207,000"
1719,NridgHt,2006,209500,"$209,500"
1720,NridgHt,2006,209500,"$209,500"
1721,NridgHt,2006,202500,"$202,500"
1722,NridgHt,2005,280000,"$280,000"
1723,NridgHt,2005,277500,"$277,500"
1724,NridgHt,2007,318061,"$318,061"
1725,NridgHt,2006,221370,"$221,370"
1726,NridgHt,2003,200000,"$200,000"
1727,Gilbert,2007,181755,"$181,755"
1728,Gilbert,2005,176000,"$176,000"
1729,Gilbert,2005,178900,"$178,900"
1730,Gilbert,2006,168165,"$168,165"
1731,Gilbert,2006,171925,"$171,925"
1732,Gilbert,2006,198444,"$198,444"
1733,Gilbert,2005,203000,"$203,000"
1734,Gilbert,2007,179540,"$179,540"
1735,Gilbert,2007,176485,"$176,485"
1736,Gilbert,2007,181134,"$181,134"
1737,Gilbert,2006,156932,"$156,932"
1738,Gilbert,2007,166000,"$166,000"
1739,Gilbert,2007,177594,"$177,594"
1740,Gilbert,2007,173500,"$173,500"
1741,Blmngtn,2006,172500,"$172,500"
1742,Blmngtn,2006,194201,"$194,201"
1743,Blmngtn,2003,226500,"$226,500"
1744,Blmngtn,2007,185485,"$185,485"
1745,Gilbert,2004,259000,"$259,000"
1746,Gilbert,2004,188500,"$188,500"
1747,Gilbert,2004,175000,"$175,000"
1748,Gilbert,2004,215000,"$215,000"
1749,Gilbert,2006,206580,"$206,580"
1750,Gilbert,2004,183500,"$183,500"
1751,Gilbert,2003,165500,"$165,500"
1752,Gilbert,2003,211000,"$211,000"
1753,Gilbert,2000,181000,"$181,000"
1754,Gilbert,2002,219500,"$219,500"
1755,Gilbert,1999,175000,"$175,000"
1756,Gilbert,2000,170000,"$170,000"
1757,Gilbert,2003,162000,"$162,000"
1758,Gilbert,2000,187000,"$187,000"
1759,Gilbert,1999,185000,"$185,000"
1760,NoRidge,1996,745000,"$745,000"
1761,NoRidge,1997,384500,"$384,500"
1762,NoRidge,2000,248000,"$248,000"
1763,NoRidge,2001,466500,"$466,500"
1764,NoRidge,1998,410000,"$410,000"
1765,NoRidge,1998,322500,"$322,500"
1766,NoRidge,1998,252000,"$252,000"
1767,NoRidge,1994,755000,"$755,000"
1768,NoRidge,1996,269790,"$269,790"
1769,NoRidge,1996,315750,"$315,750"
1770,NoRidge,1995,290000,"$290,000"
1771,NoRidge,1995,290000,"$290,000"
1772,NoRidge,1992,430000,"$430,000"
1773,NoRidge,1992,263000,"$263,000"
1774,NoRidge,1996,330000,"$330,000"
1775,Somerst,2007,213133,"$213,133"
1776,Somerst,2007,260261,"$260,261"
1777,Somerst,2006,320000,"$320,000"
1778,Somerst,2007,282922,"$282,922"
1779,Somerst,2006,215000,"$215,000"
1780,Somerst,2007,419005,"$419,005"
1781,Somerst,2006,255000,"$255,000"
1782,Somerst,2006,147000,"$147,000"
1783,Somerst,2007,235876,"$235,876"
1784,Somerst,2007,311872,"$311,872"
1785,Somerst,2007,248328,"$248,328"
1786,Somerst,2006,227000,"$227,000"
1787,Somerst,2005,260000,"$260,000"
1788,Somerst,2007,225000,"$225,000"
1789,Somerst,2005,249000,"$249,000"
1790,Somerst,2004,307000,"$307,000"
1791,Somerst,2006,250000,"$250,000"
1792,Somerst,2006,221300,"$221,300"
1793,Somerst,2007,208900,"$208,900"
1794,Somerst,2006,210400,"$210,400"
1795,Somerst,2007,255000,"$255,000"
1796,Somerst,2007,212109,"$212,109"
1797,Somerst,2006,270000,"$270,000"
1798,Somerst,2007,303477,"$303,477"
1799,Somerst,2007,310013,"$310,013"
1800,Somerst,2006,249700,"$249,700"
1801,Somerst,2007,227875,"$227,875"
1802,Somerst,2007,261329,"$261,329"
1803,Somerst,2006,253000,"$253,000"
1804,Somerst,2004,265000,"$265,000"
1805,Somerst,2004,340000,"$340,000"
1806,SawyerW,2006,146000,"$146,000"
1807,SawyerW,2006,147000,"$147,000"
1808,SawyerW,2003,149000,"$149,000"
1809,SawyerW,2006,181000,"$181,000"
1810,SawyerW,1994,201000,"$201,000"
1811,SawyerW,1993,191750,"$191,750"
1812,SawyerW,2000,179000,"$179,000"
1813,SawyerW,1998,215000,"$215,000"
1814,SawyerW,1992,179200,"$179,200"
1815,SawyerW,1980,128000,"$128,000"
1816,SawyerW,1983,144000,"$144,000"
1817,SawyerW,1977,144000,"$144,000"
1818,Sawyer,1977,120750,"$120,750"
1819,Sawyer,1963,132500,"$132,500"
1820,Sawyer,1962,132000,"$132,000"
1821,Sawyer,1962,132500,"$132,500"
1822,Sawyer,1961,129000,"$129,000"
1823,Sawyer,1962,143900,"$143,900"
1824,Sawyer,1968,145000,"$145,000"
1825,Sawyer,1961,128500,"$128,500"
1826,Sawyer,1967,125500,"$125,500"
1827,Veenker,1990,300000,"$300,000"
1828,Veenker,1974,294000,"$294,000"
1829,Sawyer,1974,129000,"$129,000"
1830,Sawyer,1975,171000,"$171,000"
1831,Sawyer,1973,147000,"$147,000"
1832,NoRidge,1990,302000,"$302,000"
1833,NoRidge,1992,285000,"$285,000"
1834,Somerst,2004,214000,"$214,000"
1835,Somerst,2006,166000,"$166,000"
1836,Somerst,2006,193800,"$193,800"
1837,Somerst,2006,208900,"$208,900"
1838,Somerst,2006,194000,"$194,000"
1839,Somerst,2006,207500,"$207,500"
1840,Somerst,2006,199900,"$199,900"
1841,Somerst,2006,164700,"$164,700"
1842,Somerst,1999,176500,"$176,500"
1843,Somerst,1999,176000,"$176,000"
1844,Somerst,2000,168500,"$168,500"
1845,Somerst,2000,177000,"$177,000"
1846,Somerst,2000,177000,"$177,000"
1847,Somerst,2004,148800,"$148,800"
1848,Somerst,1999,174000,"$174,000"
1849,Somerst,1997,239000,"$239,000"
1850,Somerst,1999,204000,"$204,000"
1851,Somerst,2003,301000,"$301,000"
1852,Somerst,1998,312500,"$312,500"
1853,Veenker,1994,279700,"$279,700"
1854,Veenker,1980,255000,"$255,000"
1855,Veenker,1978,194000,"$194,000"
1856,Veenker,1976,218000,"$218,000"
1857,Greens,1978,213750,"$213,750"
1858,Veenker,1976,187000,"$187,000"
1859,Veenker,1976,181500,"$181,500"
1860,Veenker,1981,373000,"$373,000"
1861,Sawyer,1977,190000,"$190,000"
1862,Somerst,2001,226000,"$226,000"
1863,NWAmes,1968,143450,"$143,450"
1864,NWAmes,1970,240050,"$240,050"
1865,NWAmes,1969,162500,"$162,500"
1866,NWAmes,1968,164000,"$164,000"
1867,NWAmes,1972,185000,"$185,000"
1868,NWAmes,1993,188500,"$188,500"
1869,NWAmes,1993,255000,"$255,000"
1870,NWAmes,1976,136905,"$136,905"
1871,NWAmes,1966,158500,"$158,500"
1872,NWAmes,1973,175500,"$175,500"
1873,NWAmes,1963,127000,"$127,000"
1874,NAmes,1967,127000,"$127,000"
1875,NAmes,1967,143000,"$143,000"
1876,NAmes,1965,156000,"$156,000"
1877,NAmes,1958,144000,"$144,000"
1878,NAmes,1964,119000,"$119,000"
1879,NAmes,1964,103000,"$103,000"
1880,NAmes,1960,139900,"$139,900"
1881,NAmes,1960,151500,"$151,500"
1882,NAmes,1960,126500,"$126,500"
1883,NAmes,1958,145000,"$145,000"
1884,NAmes,1958,120000,"$120,000"
1885,NAmes,1956,124000,"$124,000"
1886,NAmes,1959,106500,"$106,500"
1887,NAmes,1961,140500,"$140,500"
1888,NAmes,1961,137500,"$137,500"
1889,NAmes,1960,117600,"$117,600"
1890,NAmes,1966,163500,"$163,500"
1891,NAmes,1965,161000,"$161,000"
1892,NAmes,1964,158000,"$158,000"
1893,NAmes,1964,224500,"$224,500"
1894,NAmes,1964,147000,"$147,000"
1895,NAmes,1959,200000,"$200,000"
1896,NAmes,1960,181900,"$181,900"
1897,NAmes,1959,150750,"$150,750"
1898,NAmes,1962,101800,"$101,800"
1899,NAmes,1950,124000,"$124,000"
1900,NAmes,1940,138500,"$138,500"
1901,BrkSide,1946,39300,"$39,300"
1902,BrkSide,1946,64500,"$64,500"
1903,BrkSide,1945,64000,"$64,000"
1904,BrkSide,1958,112000,"$112,000"
1905,NAmes,1964,165000,"$165,000"
1906,NAmes,1955,144000,"$144,000"
1907,NAmes,1948,137000,"$137,000"
1908,NAmes,1941,105000,"$105,000"
1909,NAmes,1942,146500,"$146,500"
1910,NAmes,1968,126000,"$126,000"
1911,NAmes,1966,175000,"$175,000"
1912,NAmes,1961,158500,"$158,500"
1913,NAmes,1958,114500,"$114,500"
1914,NAmes,1958,144000,"$144,000"
1915,NAmes,1965,129000,"$129,000"
1916,NAmes,1957,141000,"$141,000"
1917,NAmes,1956,131000,"$131,000"
1918,NAmes,1963,142100,"$142,100"
1919,NAmes,1958,139000,"$139,000"
1920,NAmes,1958,157900,"$157,900"
1921,NAmes,1954,139400,"$139,400"
1922,NAmes,1957,150000,"$150,000"
1923,NAmes,1960,120000,"$120,000"
1924,NAmes,1957,174850,"$174,850"
1925,NAmes,1957,116000,"$116,000"
1926,NAmes,1956,135000,"$135,000"
1927,NAmes,1970,163500,"$163,500"
1928,NAmes,1955,130000,"$130,000"
1929,NAmes,1955,129500,"$129,500"
1930,NAmes,1953,142000,"$142,000"
1931,NAmes,1958,128600,"$128,600"
1932,NAmes,1952,125000,"$125,000"
1933,NAmes,1953,136000,"$136,000"
1934,NAmes,1953,134500,"$134,500"
1935,NAmes,1956,127000,"$127,000"
1936,NAmes,1955,130000,"$130,000"
1937,NAmes,1955,115000,"$115,000"
1938,NAmes,1955,116900,"$116,900"
1939,NAmes,1956,132000,"$132,000"
1940,NAmes,1953,153000,"$153,000"
1941,OldTown,1952,112500,"$112,500"
1942,OldTown,1890,138000,"$138,000"
1943,NAmes,1949,135000,"$135,000"
1944,NAmes,1953,156000,"$156,000"
1945,NAmes,1935,301600,"$301,600"
1946,OldTown,1940,109000,"$109,000"
1947,OldTown,1956,103200,"$103,200"
1948,OldTown,1925,128500,"$128,500"
1949,OldTown,1927,64500,"$64,500"
1950,OldTown,1895,148000,"$148,000"
1951,OldTown,1920,86000,"$86,000"
1952,NAmes,1963,172000,"$172,000"
1953,NAmes,1961,120000,"$120,000"
1954,NAmes,1968,128500,"$128,500"
1955,NAmes,1969,135000,"$135,000"
1956,NAmes,1949,122900,"$122,900"
1957,NAmes,1948,119200,"$119,200"
1958,NAmes,1949,143000,"$143,000"
1959,NAmes,1950,119000,"$119,000"
1960,NAmes,1950,102000,"$102,000"
1961,NAmes,1950,129000,"$129,000"
1962,NAmes,1960,135000,"$135,000"
1963,NAmes,1959,152000,"$152,000"
1964,NAmes,1958,140000,"$140,000"
1965,NAmes,1960,152000,"$152,000"
1966,NAmes,1960,156500,"$156,500"
1967,NAmes,1961,141000,"$141,000"
1968,NAmes,1961,99000,"$99,000"
1969,NAmes,1964,187000,"$187,000"
1970,NAmes,1962,169500,"$169,500"
1971,NAmes,1962,125500,"$125,500"
1972,NAmes,1962,130000,"$130,000"
1973,OldTown,1926,103000,"$103,000"
1974,OldTown,1910,132000,"$132,000"
1975,OldTown,1927,127500,"$127,500"
1976,OldTown,1922,89500,"$89,500"
1977,OldTown,1980,140000,"$140,000"
1978,OldTown,1920,99900,"$99,900"
1979,OldTown,1885,100000,"$100,000"
1980,OldTown,1940,130000,"$130,000"
1981,OldTown,1900,135000,"$135,000"
1982,OldTown,1948,120000,"$120,000"
1983,OldTown,1937,89471,"$89,471"
1984,OldTown,1900,85000,"$85,000"
1985,OldTown,1920,108500,"$108,500"
1986,OldTown,1900,137000,"$137,000"
1987,OldTown,1945,110500,"$110,500"
